"ID"	"buddy_11"	"joans_11"	"padme_11"	"ginger_14"	"buddy_16"	"buddy_17"	"ivy_17"	"padme_17"	"buddy_18"	"ginger_18"	"ivy_18"	"franc_19"	"ivy_19"	"ginger_2"	"ginger_20"	"buddy_21"	"joans_21"	"franc_22"	"grogu_22"	"henry_22"	"joans_22"	"marshmallow_22"	"franc_24"	"ginger_24"	"grogu_24"	"henry_24"	"ivy_24"	"marshmallow_24"	"henry_25"	"ginger_29"	"henry_29"	"joans_29"	"ginger_36"	"grogu_36"	"henry_36"	"joans_36"	"franc_37"	"grogu_37"	"ginger_41"	"grogu_41"	"joans_41"	"marshmallow_41"	"ginger_42"	"grogu_42"	"henry_42"	"ivy_42"	"buddy_44"	"franc_44"	"ginger_44"	"ivy_44"	"joans_44"	"marshmallow_44"	"buddy_45"	"franc_45"	"grogu_45"	"henry_45"	"ivy_45"	"joans_45"	"marshmallow_45"	"buddy_46"	"charles_46"	"ivy_46"	"joans_46"	"marshmallow_46"	"franc_47"	"ginger_47"	"ivy_47"	"marshmallow_47"	"buddy_48"	"charles_48"	"franc_48"	"grogu_48"	"henry_48"	"ivy_48"	"joans_48"	"marshmallow_48"	"charles_49"	"franc_49"	"ginger_49"	"henry_49"	"ivy_49"	"joans_49"	"marshmallow_49"	"padme_5"	"buddy_50"	"charles_50"	"franc_50"	"ginger_50"	"grogu_50"	"ivy_50"	"joans_50"	"charles_51"	"franc_51"	"joans_51"	"buddy_52"	"charles_52"	"ginger_52"	"grogu_52"	"marshmallow_52"	"franc_53"	"marshmallow_53"	"charles_55"	"ginger_55"	"ivy_55"	"buddy_56"	"franc_56"	"grogu_56"	"joans_56"	"buddy_57"	"joans_57"	"ginger_58"	"henry_59"	"padme_6"	"joans_60"	"marshmallow_60"	"joans_62"	"henry_66"	"ivy_67"	"franc_68"	"ginger_7"	"padme_7"	"grogu_70"	"charles_9"	"franc_9"	"grogu_9"	"henry_9"	"ivy_9"
"f__Fusobacteriaceae"	30	27	905	123	0	581	4	1	2	23	344	19	194	27	56	817	39	11	0	40	84	0	18	14	0	34	597	0	28	1	19	49	30	0	95	0	24	0	69	0	113	0	25	0	55	91	61	435	0	1	0	0	0	1	0	0	2	0	0	15	4	20	0	0	4	0	167	0	29	42	0	0	7	17	47	0	14	0	0	6	22	0	0	5	37	4	0	0	0	0	0	23	6	0	16	19	1	0	0	0	0	28	0	2	9	1	0	1	35	2	0	31	18	0	0	1	129	129	3	0	79	0	68	0	71	1099	0
"f__Coriobacteriaceae"	14	11	4	8	45	11	18	0	1	55	22	12	21	3	26	50	2	9	1	20	11	4	4	3	4	48	83	5	86	2	134	4	64	0	13	1	51	1	3	0	5	19	39	7	68	18	43	60	51	23	5	10	2	17	134	7	29	1	11	37	6	122	3	16	17	8	44	10	1	8	21	0	193	2	4	7	3	10	18	4	9	0	27	2	96	5	4	11	1	3	14	33	81	2	38	2	10	0	45	7	1	374	82	10	9	14	11	3	27	1	3	3	2	1	1	9	242	105	8	9	1	7	2	1	19	115	18
"f__Clostridiaceae"	39	15	24	19	2	8	39	2	5	62	37	43	45	4	17	9	14	34	1	6	24	10	33	1	14	8	142	11	4	2	5	8	7	5	16	8	76	9	4	16	84	4	2	15	2	13	32	43	1	54	6	8	8	16	14	2	24	10	33	13	19	53	14	2	22	1	17	15	39	41	34	12	9	40	86	10	8	37	1	3	21	8	6	13	19	22	1	4	19	11	7	33	18	9	39	25	2	23	12	17	11	21	7	32	11	51	12	11	38	10	6	14	13	47	9	5	3	24	15	4	10	4	86	3	29	5	10
"f__Bifidobacteriaceae"	0	0	0	0	745	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0
"f__Streptococcaceae"	1	4	20	0	0	0	0	30	2	15	6	0	26	0	17	1	6	0	0	0	0	2	0	1	1	9	49	3	2	1	3	1	13	0	0	3	0	0	1	0	1	0	2	0	2	2	1	8	0	0	0	1	2	0	8	1	0	0	0	0	1	1	0	14	0	2	3	0	0	1	0	0	16	2	8	0	642	0	0	0	1	2	3	5	12	3	0	1	1	0	0	16	0	0	0	2	1	0	1	1	0	12	5	6	1	1	0	1	2	0	1	10	3	0	0	2	15	0	0	2	0	0	8	0	0	2	0
"f__Morganellaceae"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	23	0	0	394	0	8	0	0	0	0	0	0	618	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f__Oscillospiraceae"	5	0	15	1	0	2	1	2	0	0	21	5	36	1	0	1	1	6	1	2	26	1	18	0	2	1	79	1	4	0	3	4	0	0	6	0	48	0	6	1	2	1	0	0	0	24	10	6	1	1	0	3	0	3	2	0	10	0	2	3	6	10	0	0	3	0	15	1	3	30	2	0	1	20	3	0	15	9	0	3	12	0	0	1	10	10	0	0	1	0	0	55	1	0	6	29	0	0	0	1	1	8	2	54	1	52	2	0	2	2	1	0	27	0	0	0	0	24	3	1	8	0	20	1	15	3	2
"f__Muribaculaceae"	2	2	0	0	14	0	8	0	0	0	10	10	14	0	3	1	0	10	0	6	0	7	20	7	8	7	21	0	6	3	13	3	8	0	11	0	13	0	5	0	0	28	12	2	25	7	9	2	5	16	3	3	0	16	2	9	12	3	1	22	5	2	0	1	7	8	4	4	4	0	22	2	8	3	0	2	0	23	7	5	1	8	3	0	3	0	9	6	2	11	11	2	15	7	5	2	13	1	11	13	0	12	16	12	1	6	1	4	3	2	8	4	1	3	2	0	14	6	3	6	0	7	0	2	11	0	3
"f__Barnesiellaceae"	1	0	8	0	1	1	2	0	0	0	11	2	1	0	11	1	0	3	6	17	7	1	3	1	6	2	5	11	5	0	10	1	1	5	20	0	6	2	6	2	0	20	6	1	4	7	2	2	1	2	0	1	0	3	0	2	4	0	2	3	0	0	0	0	1	2	5	3	0	14	4	0	2	28	0	1	3	4	2	3	7	0	0	14	1	3	2	2	2	2	0	1	0	1	1	18	2	3	10	1	1	14	4	31	0	19	4	1	0	0	1	2	28	0	1	0	35	1	1	1	47	1	5	0	2	20	20
"f__Pseudomonadaceae"	0	0	0	0	9	7	0	0	3	90	212	1	85	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	106	3	0	0	0	0	0	0	0	0
"f__Butyricicoccaceae"	11	3	22	0	0	17	9	0	1	0	4	14	7	0	0	9	9	13	1	0	17	4	27	0	7	0	33	5	0	0	0	15	0	2	0	1	6	1	0	2	5	0	0	3	0	6	5	7	0	2	0	1	0	1	6	0	6	1	5	1	1	18	0	1	4	0	3	5	1	12	1	3	0	6	3	0	8	1	0	0	17	0	1	0	2	21	0	0	3	0	0	15	0	0	1	25	0	3	14	0	2	3	0	7	0	15	2	0	1	0	0	0	0	0	1	0	0	17	5	0	0	1	13	4	22	0	10
"f__Pasteurellaceae"	0	1	0	0	0	5	1	20	2	5	38	0	104	4	2	1	3	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	0	2	1	1	0	0	0	0	0	27	24	0	0	0	0	0	1	0	3	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	15	1	1	0	0	0	0	0	0	2	0	1	0	0	0	0	17	0	0	1	0	0	3	0
"f__Atopobiaceae"	2	2	0	1	3	2	2	1	0	1	1	3	2	0	1	0	0	0	0	1	1	1	2	1	0	1	3	0	3	1	5	1	6	0	0	0	2	0	0	0	0	7	0	1	8	6	3	3	2	2	1	2	0	5	9	2	2	0	1	1	2	6	0	4	1	2	1	0	0	0	1	0	4	1	1	0	0	0	3	1	2	3	3	1	1	1	0	3	0	1	2	3	2	1	1	1	1	0	2	1	0	9	4	9	1	4	1	1	1	2	0	0	0	1	0	1	7	2	1	1	1	1	0	0	2	3	3
"f__Acutalibacteraceae"	0	0	4	0	0	1	0	0	0	0	4	1	5	0	1	0	0	0	0	1	1	0	4	0	0	1	10	0	1	0	0	0	0	0	1	0	2	1	1	0	0	0	0	0	0	5	5	3	0	0	0	0	0	0	1	0	4	0	1	0	0	3	0	0	1	0	7	0	1	10	0	0	1	1	1	0	7	0	0	2	2	0	0	1	5	2	0	0	0	0	0	10	0	0	3	1	0	0	0	0	0	1	0	6	0	8	0	0	0	0	0	0	8	0	0	0	0	10	1	0	1	0	1	0	2	1	0
"f__Peptococcaceae"	1	3	0	0	0	0	1	0	0	0	8	3	10	1	0	0	0	10	0	0	5	3	5	0	3	0	10	0	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	1	0	1	3	6	0	1	0	0	2	1	0	0	2	1	0	1	0	0	1	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	5	0	4	0	2	3	1	0	0	1	0	1	0	0	3	2	0	4	0	0	0	0	0	0
"f__Erwiniaceae"	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0
"f__Anaeroplasmataceae"	0	0	0	0	0	0	1	0	0	0	26	0	11	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0	3	0	0	0	0	0	8	0	0	5	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	1	0	0
"f__Staphylococcaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f__Gemellaceae"	1	1	0	0	0	0	0	0	0	3	1	0	1	0	3	0	1	0	0	0	0	0	0	0	0	1	27	0	1	0	2	0	1	0	0	2	0	0	1	0	0	0	1	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	1	3	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	2	1	0	0	0	6	0	0	1	0	0	0	0	0	3	0
"f__Enterococcaceae"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	26	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	2	1	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	8	0	2	0	0	0	0
"f__Aerococcaceae"	1	1	0	0	0	1	0	0	0	2	1	0	10	0	1	0	1	0	0	0	0	0	0	0	0	2	15	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	3	0	0	0	1	0	2	0
"f__Peptostreptococcaceae"	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0
"f__Carnobacteriaceae"	0	0	0	0	0	1	0	11	0	0	2	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	1	0	2	0	0	2	0
"f__Neisseriaceae"	0	0	0	0	0	2	1	0	3	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	4	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	1	0
"f__Rikenellaceae"	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	1	0	0
"f__Lactobacillaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	6	0	0	2	0	0	2	0	0	1	0	0	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f__Eubacteriaceae"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0
"f__Cardiobacteriaceae"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
