"ID"	"Function"
"njc115"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Consumption"
"njc116"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Production"
"njc117"	"N-Acetylgalactosamine (N-Acetyl-D-galactosamine) -- Consumption"
"njc118"	"N-Acetylneuraminic acid (N-acetylneuraminate, Neu5Ac, Sialic acid) -- Consumption"
"njc119"	"NH3 (Ammonia, NH4+, Ammonium) -- Consumption"
"njc120"	"NH3 (Ammonia, NH4+, Ammonium) -- Production"
"njc121"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Consumption"
"njc122"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Production"
"njc123"	"Nitrate (NO3-) -- Consumption"
"njc124"	"Nitrite (NO2-) -- Consumption"
"njc125"	"Oxaloacetate -- Consumption"
"njc126"	"Pantothenic acid (Vitamin B5, Pantothenate) -- Consumption"
"njc127"	"Pectin -- Macromolecule"
"njc128"	"Pentanol -- Production"
"njc129"	"Phenylacetate -- Production"
"njc130"	"Phenylethylamine -- Production"
"njc131"	"Polypeptide -- Macromolecule"
"njc132"	"Propanoate (Propionate) -- Consumption"
"njc133"	"Propanoate (Propionate) -- Production"
"njc134"	"Propanol (n-propanol, 1-Propanol) -- Production"
"njc135"	"Putrescine -- Production"
"njc136"	"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6) -- Consumption"
"njc137"	"Pyruvate -- Consumption"
"njc138"	"Pyruvate -- Production"
"njc139"	"Raffinose -- Consumption"
"njc140"	"Riboflavin (Vitamin B2) -- Production"
"njc141"	"Spermidine -- Production"
"njc142"	"Stachyose -- Consumption"
"njc143"	"Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch, Glycogen) -- Macromolecule"
"njc144"	"Stearic acid (Stearate, Octadecanoate) -- Production"
"njc145"	"Succinate -- Production"
"njc146"	"Sucrose -- Consumption"
"njc147"	"Sulfate (Sulfuric acid, Sulfite) -- Consumption"
"njc148"	"Tauro-b-muricholic acid -- Consumption"
"njc149"	"Taurochenodeoxycholate -- Consumption"
"njc150"	"Taurocholate -- Consumption"
"njc151"	"Taurodeoxycholate -- Consumption"
"njc152"	"Taurolithocholate -- Consumption"
"njc153"	"Thiamine (Vitamin B1, Thiamin) -- Consumption"
"njc154"	"Thiamine (Vitamin B1, Thiamin) -- Production"
"njc155"	"Thiosulfate -- Consumption"
"njc156"	"Trehalose -- Consumption"
"njc157"	"Trimethylamine -- Production"
"njc158"	"Tyramine -- Production"
"njc159"	"Urea -- Consumption"
"njc160"	"Urea -- Production"
"njc161"	"Valerate (Pentanoic acid, Pentanoate) -- Consumption"
"njc162"	"Valerate (Pentanoic acid, Pentanoate) -- Production"
"njc163"	"XOS (Xylooligosaccharide) -- Consumption"
"njc164"	"Xylan -- Macromolecule"
